gene_id	locus	CDS_length	strand
ENSSHAG00000004878	A:29638969-29640870	1902	+
ENSSHAG00000001139	A:29640871-29641905	1035	-
ENSSHAG00000011310	A:29641906-29655777	13872	-
ENSSHAG00000003145	A:29655778-29658396	2619	+
ENSSHAG00000021199	A:29658397-29660019	1623	-
ENSSHAG00000032329	A:29660020-29661837	1818	+
ENSSHAG00000027716	A:29661838-29662458	621	-
ENSSHAG00000001917	A:29662459-29663955	1497	+
ENSSHAG00000004581	A:29663956-29675979	12024	-
ENSSHAG00000008153	A:29675980-29677752	1773	-
ENSSHAG00000007062	A:29677753-29683101	5349	+
ENSSHAG00000026477	A:29683102-29683611	510	+
ENSSHAG00000002032	A:29683612-29684538	927	-
ENSSHAG00000030119	A:29684539-29684859	321	+
ENSSHAG00000028404	A:29684860-29685849	990	+
ENSSHAG00000000991	A:29685850-29688687	2838	-
ENSSHAG00000032032	A:29688688-29689482	795	+
ENSSHAG00000001762	A:29689483-29692869	3387	-
ENSSHAG00000001837	A:29692870-29694837	1968	-
ENSSHAG00000002161	A:29694838-29695809	972	-
ENSSHAG00000024052	A:29695810-29696352	543	-
ENSSHAG00000002786	A:29696353-29698155	1803	+
ENSSHAG00000004900	A:29698156-29699703	1548	+
ENSSHAG00000005322	A:29699704-29700780	1077	-
ENSSHAG00000006487	A:29700781-29704503	3723	-
ENSSHAG00000006570	A:29704504-29706579	2076	+
ENSSHAG00000029911	A:29706580-29707026	447	-
ENSSHAG00000008320	A:29707027-29709357	2331	-
ENSSHAG00000008658	A:29709358-29709813	456	+
ENSSHAG00000027128	A:29709814-29711001	1188	+
ENSSHAG00000026968	A:29711002-29711310	309	+
ENSSHAG00000025927	A:29711311-29711661	351	-
ENSSHAG00000002342	A:29711662-29713119	1458	+
ENSSHAG00000027242	A:29713120-29713491	372	-
ENSSHAG00000028814	A:29713492-29714694	1203	+
ENSSHAG00000004987	A:29714695-29715645	951	-
ENSSHAG00000005871	A:29715646-29717253	1608	-
ENSSHAG00000006786	A:29717254-29718348	1095	-
ENSSHAG00000009182	A:29718349-29720220	1872	+
ENSSHAG00000024554	A:29720221-29720631	411	+
ENSSHAG00000013376	A:29720632-29721192	561	+
ENSSHAG00000008117	A:29721193-29721780	588	+
ENSSHAG00000000796	A:29721781-29722770	990	-
ENSSHAG00000008473	A:29722771-29725533	2763	+
ENSSHAG00000001094	A:29725534-29727402	1869	-
ENSSHAG00000000922	A:29727403-29729280	1878	-
ENSSHAG00000003546	A:29729281-29730672	1392	+
ENSSHAG00000004498	A:29730673-29733012	2340	-
ENSSHAG00000032314	A:29733013-29734236	1224	+
ENSSHAG00000008753	A:29734237-29740269	6033	-
ENSSHAG00000030304	A:29740270-29741001	732	+
ENSSHAG00000004722	A:29741002-29742408	1407	+
ENSSHAG00000026442	A:29742409-29742963	555	+
ENSSHAG00000026585	A:29742964-29744247	1284	+
ENSSHAG00000000949	A:29744248-29745666	1419	+
ENSSHAG00000003188	A:29745667-29753958	8292	+
ENSSHAG00000000467	A:29753959-29754693	735	+
ENSSHAG00000031711	A:29754694-29754993	300	+
ENSSHAG00000001046	A:29754994-29756463	1470	+
ENSSHAG00000027029	A:29756464-29756868	405	-
ENSSHAG00000032257	A:29756869-29758923	2055	+
ENSSHAG00000022865	A:29758924-29759436	513	+
ENSSHAG00000028876	A:29759437-29762460	3024	+
ENSSHAG00000023749	A:29762461-29765064	2604	-
ENSSHAG00000009094	A:29765065-29766156	1092	+
ENSSHAG00000001279	A:29766157-29769237	3081	+
ENSSHAG00000030263	A:29769238-29769843	606	-
ENSSHAG00000013682	A:29769844-29771625	1782	+
ENSSHAG00000010891	A:29771626-29773227	1602	+
ENSSHAG00000009559	A:29773228-29776077	2850	-
ENSSHAG00000007288	A:29776078-29777121	1044	+
ENSSHAG00000032013	A:29777122-29778831	1710	-
ENSSHAG00000011672	A:29778832-29780652	1821	+
ENSSHAG00000010438	A:29780653-29781456	804	-
ENSSHAG00000027419	A:29781457-29781660	204	-
ENSSHAG00000008442	A:29781661-29782437	777	-
ENSSHAG00000007251	A:29782438-29783619	1182	+
ENSSHAG00000007537	A:29783620-29784108	489	-
ENSSHAG00000006870	A:29784109-29785230	1122	-
ENSSHAG00000005258	A:29785231-29786235	1005	-
ENSSHAG00000004291	A:29786236-29787381	1146	-
ENSSHAG00000002493	A:29787382-29788506	1125	-
ENSSHAG00000002148	A:29788507-29789754	1248	-
ENSSHAG00000031530	A:29789755-29790300	546	-
ENSSHAG00000031751	A:29790301-29791131	831	-
ENSSHAG00000003098	A:29791132-29792253	1122	-
ENSSHAG00000010409	A:29792254-29793282	1029	+
ENSSHAG00000010184	A:29793283-29794290	1008	-
ENSSHAG00000009568	A:29794291-29796972	2682	+
ENSSHAG00000023631	A:29796973-29802411	5439	-
ENSSHAG00000007309	A:29802412-29803239	828	+
ENSSHAG00000027879	A:29803240-29803695	456	-
ENSSHAG00000005943	A:29803696-29804829	1134	-
ENSSHAG00000031235	A:29804830-29805213	384	-
ENSSHAG00000004567	A:29805214-29805564	351	+
ENSSHAG00000030864	A:29805565-29806137	573	-
ENSSHAG00000027796	A:29806138-29806938	801	-
ENSSHAG00000003204	A:29806939-29808501	1563	-
ENSSHAG00000008138	A:29808502-29809056	555	+
ENSSHAG00000002551	A:29809057-29810445	1389	-
ENSSHAG00000007374	A:29810446-29813385	2940	+
ENSSHAG00000021174	A:29813386-29815413	2028	+
ENSSHAG00000029270	A:29815414-29816994	1581	-
ENSSHAG00000026813	A:29816995-29819388	2394	+
ENSSHAG00000000708	A:29819389-29822541	3153	-
ENSSHAG00000022323	A:29822542-29822898	357	+
ENSSHAG00000023536	A:29822899-29823111	213	+
ENSSHAG00000004501	A:29823112-29824233	1122	-
ENSSHAG00000020722	A:29824234-29825163	930	-
ENSSHAG00000005924	A:29825164-29826756	1593	-
ENSSHAG00000002427	A:29826757-29828730	1974	+
ENSSHAG00000004518	A:29828731-29831706	2976	-
ENSSHAG00000001448	A:29831707-29832696	990	-
ENSSHAG00000004071	A:29832697-29834220	1524	-
ENSSHAG00000004585	A:29834221-29835126	906	-
ENSSHAG00000026907	A:29835127-29836641	1515	-
ENSSHAG00000029165	A:29836642-29839557	2916	-
ENSSHAG00000032053	A:29839558-29840625	1068	-
ENSSHAG00000028816	A:29840626-29841525	900	+
ENSSHAG00000001174	A:29841526-29842425	900	+
ENSSHAG00000002097	A:29842426-29844291	1866	+
ENSSHAG00000004203	A:29844292-29847990	3699	-
ENSSHAG00000026069	A:29847991-29848344	354	-
ENSSHAG00000008093	A:29848345-29849403	1059	+
ENSSHAG00000008547	A:29849404-29856924	7521	-
ENSSHAG00000002029	A:29856925-29858325	1401	+
ENSSHAG00000006446	A:29858326-29861499	3174	-
ENSSHAG00000007084	A:29861500-29861928	429	+
ENSSHAG00000007154	A:29861929-29863191	1263	-
ENSSHAG00000007521	A:29863192-29864505	1314	+
ENSSHAG00000024406	A:29864506-29865642	1137	-
ENSSHAG00000027228	A:29865643-29866512	870	+
ENSSHAG00000015378	A:29866513-29867919	1407	+
ENSSHAG00000015550	A:29867920-29878497	10578	-
ENSSHAG00000016791	A:29878498-29880774	2277	+
ENSSHAG00000017046	A:29880775-29882346	1572	-
ENSSHAG00000025271	A:29882347-29883099	753	-
ENSSHAG00000017421	A:29883100-29883519	420	+
ENSSHAG00000023688	A:29883520-29884332	813	-
ENSSHAG00000028441	A:29884333-29886603	2271	-
ENSSHAG00000018339	A:29886604-29888070	1467	+
ENSSHAG00000006742	A:29888071-29889225	1155	+
ENSSHAG00000007049	A:29889226-29892702	3477	-
ENSSHAG00000002514	A:29892703-29893884	1182	-
ENSSHAG00000004305	A:29893885-29905827	11943	-
ENSSHAG00000001696	A:29905828-29906805	978	-
ENSSHAG00000006072	A:29906806-29908455	1650	+
ENSSHAG00000023685	A:29908456-29908767	312	-
ENSSHAG00000003541	A:29908768-29909799	1032	-
ENSSHAG00000005656	A:29909800-29910930	1131	+
ENSSHAG00000024880	A:29910931-29912283	1353	-
ENSSHAG00000032288	A:29912284-29915031	2748	+
ENSSHAG00000008657	A:29915032-29920743	5712	-
ENSSHAG00000012394	A:29920744-29922159	1416	+
ENSSHAG00000012974	A:29922160-29922762	603	+
ENSSHAG00000013312	A:29922763-29923698	936	-
ENSSHAG00000013616	A:29923699-29924949	1251	-
ENSSHAG00000013658	A:29924950-29925771	822	+
ENSSHAG00000031137	A:29925772-29926644	873	-
ENSSHAG00000021451	A:29926645-29927760	1116	-
ENSSHAG00000002474	A:29927761-29931561	3801	-
ENSSHAG00000008581	A:29931562-29933832	2271	-
ENSSHAG00000007866	A:29933833-29935050	1218	+
ENSSHAG00000007753	A:29935051-29935413	363	-
ENSSHAG00000005570	A:29935414-29937048	1635	-
ENSSHAG00000002216	A:29937049-29940633	3585	+
ENSSHAG00000001426	A:29940634-29941758	1125	-
ENSSHAG00000001112	A:29941759-29943048	1290	-
ENSSHAG00000029530	A:29943049-29944482	1434	+
ENSSHAG00000031110	A:29944483-29945991	1509	+
ENSSHAG00000004563	A:29945992-29947254	1263	-
ENSSHAG00000029695	A:29947255-29947569	315	+
ENSSHAG00000003925	A:29947570-29947944	375	+
ENSSHAG00000002745	A:29947945-29950008	2064	+
ENSSHAG00000030700	A:29950009-29951100	1092	+
ENSSHAG00000000877	A:29951101-29953260	2160	+
ENSSHAG00000031120	A:29953261-29956308	3048	-
ENSSHAG00000007414	A:29956309-29957799	1491	+
ENSSHAG00000006280	A:29957800-29959623	1824	+
ENSSHAG00000021765	A:29959624-29960079	456	-
ENSSHAG00000005647	A:29960080-29960889	810	+
ENSSHAG00000002382	A:29960890-29961861	972	-
ENSSHAG00000006150	A:29961862-29962851	990	-
ENSSHAG00000016899	A:29962852-29963409	558	-
ENSSHAG00000016706	A:29963410-29963850	441	-
ENSSHAG00000016402	A:29963851-29964861	1011	-
ENSSHAG00000026326	A:29964862-29965341	480	-
ENSSHAG00000016139	A:29965342-29965671	330	-
ENSSHAG00000015957	A:29965672-29965974	303	-
ENSSHAG00000023288	A:29965975-29966985	1011	+
ENSSHAG00000015253	A:29966986-29968824	1839	-
ENSSHAG00000015116	A:29968825-29970645	1821	-
ENSSHAG00000015013	A:29970646-29972562	1917	-
ENSSHAG00000014181	A:29972563-29980053	7491	+
ENSSHAG00000030406	A:29980054-29981064	1011	+
ENSSHAG00000011187	A:29981065-29984667	3603	+
ENSSHAG00000010988	A:29984668-29985945	1278	-
ENSSHAG00000010144	A:29985946-29987427	1482	+
ENSSHAG00000029041	A:29987428-29990757	3330	-
ENSSHAG00000018511	A:29990758-29991531	774	-
ENSSHAG00000029580	A:29991532-29992212	681	-
ENSSHAG00000018365	A:29992213-29994000	1788	+
ENSSHAG00000018271	A:29994001-29996136	2136	-
ENSSHAG00000018226	A:29996137-29997567	1431	-
ENSSHAG00000032297	A:29997568-29998047	480	+
ENSSHAG00000018134	A:29998048-30001329	3282	-
ENSSHAG00000018085	A:30001330-30002544	1215	-
ENSSHAG00000018020	A:30002545-30003162	618	-
ENSSHAG00000002505	A:30003163-30003702	540	-
ENSSHAG00000004239	A:30003703-30004485	783	-
ENSSHAG00000002697	A:30004486-30005352	867	+
ENSSHAG00000026886	A:30005353-30006006	654	-
ENSSHAG00000028026	A:30006007-30006888	882	+
ENSSHAG00000027583	A:30006889-30007770	882	+
ENSSHAG00000027805	A:30007771-30008655	885	+
ENSSHAG00000007474	A:30008656-30009546	891	+
ENSSHAG00000027326	A:30009547-30010269	723	+
ENSSHAG00000014474	A:30010270-30013677	3408	-
ENSSHAG00000014169	A:30013678-30015078	1401	-
ENSSHAG00000013966	A:30015079-30016635	1557	+
ENSSHAG00000013575	A:30016636-30019539	2904	-
ENSSHAG00000031525	A:30019540-30021936	2397	-
ENSSHAG00000013324	A:30021937-30022890	954	-
ENSSHAG00000012726	A:30022891-30025764	2874	-
ENSSHAG00000013795	A:30025765-30035349	9585	-
ENSSHAG00000007241	A:30035350-30039630	4281	+
ENSSHAG00000032116	A:30039631-30040587	957	-
ENSSHAG00000008238	A:30040588-30043230	2643	-
ENSSHAG00000010207	A:30043231-30043962	732	+
ENSSHAG00000027078	A:30043963-30047433	3471	-
ENSSHAG00000026481	A:30047434-30048612	1179	-
ENSSHAG00000030193	A:30048613-30049080	468	-
ENSSHAG00000011117	A:30049081-30051165	2085	-
ENSSHAG00000020593	A:30051166-30051681	516	+
ENSSHAG00000031828	A:30051682-30052140	459	+
ENSSHAG00000002065	A:30052141-30052560	420	+
ENSSHAG00000002892	A:30052561-30054294	1734	-
ENSSHAG00000004565	A:30054295-30069432	15138	-
ENSSHAG00000008974	A:30069433-30072204	2772	+
ENSSHAG00000009710	A:30072205-30074349	2145	+
ENSSHAG00000002000	A:30074350-30075681	1332	-
ENSSHAG00000001634	A:30075682-30077007	1326	+
ENSSHAG00000023755	A:30077008-30077196	189	+
ENSSHAG00000005161	A:30077197-30078159	963	+
ENSSHAG00000028698	A:30078160-30078723	564	+
ENSSHAG00000008125	A:30078724-30080442	1719	+
ENSSHAG00000003919	A:30080443-30080730	288	+
ENSSHAG00000003250	A:30080731-30082629	1899	+
ENSSHAG00000008494	A:30082630-30083244	615	+
ENSSHAG00000009344	A:30083245-30085935	2691	+
ENSSHAG00000010832	A:30085936-30086331	396	+
ENSSHAG00000011019	A:30086332-30089607	3276	-
ENSSHAG00000011793	A:30089608-30090345	738	-
ENSSHAG00000012401	A:30090346-30094020	3675	-
ENSSHAG00000022135	A:30094021-30094548	528	+
ENSSHAG00000014053	A:30094549-30097635	3087	+
ENSSHAG00000014237	A:30097636-30099012	1377	-
ENSSHAG00000022088	A:30099013-30101514	2502	+
ENSSHAG00000029943	A:30101515-30103020	1506	-
ENSSHAG00000015329	A:30103021-30104691	1671	-
ENSSHAG00000016586	A:30104692-30106617	1926	-
ENSSHAG00000005577	A:30106618-30110916	4299	-
ENSSHAG00000027401	A:30110917-30111954	1038	+
ENSSHAG00000027177	A:30111955-30124164	12210	+
ENSSHAG00000008510	A:30124165-30125091	927	+
ENSSHAG00000008767	A:30125092-30126072	981	-
ENSSHAG00000021958	A:30126073-30127509	1437	+
ENSSHAG00000009797	A:30127510-30128409	900	+
ENSSHAG00000029469	A:30128410-30128742	333	-
ENSSHAG00000030113	A:30128743-30130149	1407	-
ENSSHAG00000011698	A:30130150-30130869	720	-
ENSSHAG00000021150	A:30130870-30132171	1302	+
ENSSHAG00000011880	A:30132172-30132564	393	-
ENSSHAG00000012045	A:30132565-30133614	1050	+
ENSSHAG00000030638	A:30133615-30134739	1125	+
ENSSHAG00000012922	A:30134740-30138957	4218	-
ENSSHAG00000023551	A:30138958-30139809	852	+
ENSSHAG00000002550	A:30139810-30140865	1056	-
ENSSHAG00000004685	A:30140866-30144078	3213	+
ENSSHAG00000005886	A:30144079-30144852	774	+
ENSSHAG00000006550	A:30144853-30146052	1200	+
ENSSHAG00000007227	A:30146053-30152676	6624	-
ENSSHAG00000008385	A:30152677-30153609	933	+
ENSSHAG00000024268	A:30153610-30155613	2004	+
ENSSHAG00000028275	A:30155614-30157053	1440	+
ENSSHAG00000009767	A:30157054-30158223	1170	-
ENSSHAG00000010199	A:30158224-30160404	2181	-
ENSSHAG00000011330	A:30160405-30162387	1983	+
ENSSHAG00000031071	A:30162388-30163599	1212	-
ENSSHAG00000011828	A:30163600-30164490	891	+
ENSSHAG00000012192	A:30164491-30165726	1236	-
ENSSHAG00000012613	A:30165727-30167298	1572	-
ENSSHAG00000030570	A:30167299-30167952	654	+
ENSSHAG00000015271	A:30167953-30169128	1176	+
ENSSHAG00000015945	A:30169129-30170217	1089	-
ENSSHAG00000016991	A:30170218-30171240	1023	+
ENSSHAG00000017773	A:30171241-30174417	3177	+
ENSSHAG00000017856	A:30174418-30175017	600	-
ENSSHAG00000025526	A:30175018-30175182	165	+
ENSSHAG00000001652	A:30175183-30175548	366	-
ENSSHAG00000027596	A:30175549-30179262	3714	-
ENSSHAG00000000132	A:30179263-30182397	3135	+
ENSSHAG00000004235	A:30182398-30186567	4170	+
ENSSHAG00000006157	A:30186568-30188700	2133	+
ENSSHAG00000007482	A:30188701-30190398	1698	-
ENSSHAG00000031196	A:30190399-30191910	1512	+
ENSSHAG00000007667	A:30191911-30192561	651	-
ENSSHAG00000003330	A:30192562-30193161	600	-
ENSSHAG00000031117	A:30193162-30196074	2913	+
ENSSHAG00000012867	A:30196075-30198528	2454	-
ENSSHAG00000014165	A:30198529-30200460	1932	-
ENSSHAG00000015357	A:30200461-30204600	4140	+
ENSSHAG00000015806	A:30204601-30205989	1389	+
ENSSHAG00000016195	A:30205990-30208089	2100	-
ENSSHAG00000027734	A:30208090-30209811	1722	-
ENSSHAG00000027526	A:30209812-30211983	2172	+
ENSSHAG00000031228	A:30211984-30213000	1017	+
ENSSHAG00000002362	A:30213001-30214971	1971	+
ENSSHAG00000024016	A:30214972-30215865	894	-
ENSSHAG00000009037	A:30215866-30216951	1086	-
ENSSHAG00000021069	A:30216952-30218367	1416	-
ENSSHAG00000014590	A:30218368-30219507	1140	+
ENSSHAG00000029804	A:30219508-30221451	1944	-
ENSSHAG00000001769	A:30221452-30223269	1818	-
ENSSHAG00000002156	A:30223270-30227445	4176	-
ENSSHAG00000027187	A:30227446-30228222	777	-
ENSSHAG00000008126	A:30228223-30237600	9378	-
ENSSHAG00000010073	A:30237601-30239334	1734	-
ENSSHAG00000010914	A:30239335-30241923	2589	+
ENSSHAG00000011412	A:30241924-30243726	1803	+
ENSSHAG00000011634	A:30243727-30246069	2343	-
ENSSHAG00000021157	A:30246070-30248196	2127	+
ENSSHAG00000001849	A:30248197-30250020	1824	-
ENSSHAG00000003911	A:30250021-30251496	1476	+
ENSSHAG00000004929	A:30251497-30256113	4617	-
ENSSHAG00000026056	A:30256114-30258216	2103	-
ENSSHAG00000010322	A:30258217-30261015	2799	+
ENSSHAG00000028807	A:30261016-30261768	753	+
ENSSHAG00000012083	A:30261769-30264219	2451	+
ENSSHAG00000003078	A:30264220-30265185	966	-
ENSSHAG00000023580	A:30265186-30265896	711	-
ENSSHAG00000006075	A:30265897-30267522	1626	+
ENSSHAG00000006750	A:30267523-30271560	4038	-
ENSSHAG00000008701	A:30271561-30273879	2319	+
ENSSHAG00000009751	A:30273880-30276435	2556	-
ENSSHAG00000027667	A:30276436-30277299	864	+
ENSSHAG00000013631	A:30277300-30279867	2568	-
ENSSHAG00000013825	A:30279868-30280953	1086	+
ENSSHAG00000025869	A:30280954-30281958	1005	+
ENSSHAG00000014457	A:30281959-30283254	1296	+
ENSSHAG00000003641	A:30283255-30285624	2370	-
ENSSHAG00000006152	A:30285625-30286926	1302	-
ENSSHAG00000010717	A:30286927-30288249	1323	+
ENSSHAG00000012328	A:30288250-30289239	990	+
ENSSHAG00000012404	A:30289240-30289890	651	+
ENSSHAG00000012564	A:30289891-30290784	894	+
ENSSHAG00000013968	A:30290785-30292266	1482	-
ENSSHAG00000014584	A:30292267-30292860	594	+
ENSSHAG00000014613	A:30292861-30294684	1824	-
ENSSHAG00000014844	A:30294685-30296841	2157	+
ENSSHAG00000014960	A:30296842-30299733	2892	+
ENSSHAG00000015651	A:30299734-30303993	4260	+
ENSSHAG00000029650	A:30303994-30304992	999	-
ENSSHAG00000016201	A:30304993-30308295	3303	-
ENSSHAG00000029988	A:30308296-30309288	993	-
ENSSHAG00000022636	A:30309289-30309981	693	+
ENSSHAG00000016505	A:30309982-30312378	2397	-
ENSSHAG00000016585	A:30312379-30313935	1557	+
ENSSHAG00000031994	A:30313936-30315381	1446	-
ENSSHAG00000026705	A:30315382-30317760	2379	+
ENSSHAG00000027709	A:30317761-30318987	1227	-
ENSSHAG00000016825	A:30318988-30320091	1104	+
ENSSHAG00000016833	A:30320092-30322095	2004	+
ENSSHAG00000021321	A:30322096-30322953	858	-
ENSSHAG00000022147	A:30322954-30324144	1191	+
ENSSHAG00000023088	A:30324145-30324753	609	+
ENSSHAG00000020486	A:30324754-30326463	1710	-
ENSSHAG00000027948	A:30326464-30329040	2577	+
ENSSHAG00000016985	A:30329041-30330717	1677	+
ENSSHAG00000017008	A:30330718-30331809	1092	-
ENSSHAG00000017016	A:30331810-30333627	1818	+
ENSSHAG00000000494	A:30333628-30334620	993	+
ENSSHAG00000017096	A:30334621-30338418	3798	+
ENSSHAG00000017162	A:30338419-30340032	1614	+
ENSSHAG00000017173	A:30340033-30341199	1167	-
ENSSHAG00000017239	A:30341200-30342999	1800	+
ENSSHAG00000025855	A:30343000-30343734	735	-
ENSSHAG00000017413	A:30343735-30346194	2460	-
ENSSHAG00000016739	A:30346195-30346698	504	+
ENSSHAG00000004542	A:30346699-30347964	1266	-
ENSSHAG00000003874	A:30347965-30350622	2658	+
ENSSHAG00000002546	A:30350623-30353115	2493	+
ENSSHAG00000001708	A:30353116-30353415	300	+
ENSSHAG00000029981	A:30353416-30353853	438	+
ENSSHAG00000002856	A:30353854-30356247	2394	-
ENSSHAG00000003393	A:30356248-30358809	2562	-
ENSSHAG00000003893	A:30358810-30359721	912	-
ENSSHAG00000022102	A:30359722-30360366	645	+
ENSSHAG00000004464	A:30360367-30363108	2742	-
ENSSHAG00000005305	A:30363109-30366993	3885	-
ENSSHAG00000031585	A:30366994-30368499	1506	-
ENSSHAG00000008408	A:30368500-30372495	3996	+
ENSSHAG00000029662	A:30372496-30372939	444	+
ENSSHAG00000027859	A:30372940-30373773	834	-
ENSSHAG00000025356	A:30373774-30375216	1443	+
ENSSHAG00000012303	A:30375217-30375735	519	-
ENSSHAG00000029736	A:30375736-30376200	465	+
ENSSHAG00000012453	A:30376201-30378723	2523	-
ENSSHAG00000013140	A:30378724-30381750	3027	-
ENSSHAG00000028147	A:30381751-30382668	918	+
ENSSHAG00000013902	A:30382669-30385668	3000	-
ENSSHAG00000029971	A:30385669-30386844	1176	-
ENSSHAG00000003366	A:30386845-30388314	1470	-
ENSSHAG00000008067	A:30388315-30390717	2403	-
ENSSHAG00000012012	A:30390718-30391518	801	-
ENSSHAG00000012074	A:30391519-30393246	1728	-
ENSSHAG00000030502	A:30393247-30394290	1044	+
ENSSHAG00000024465	A:30394291-30395226	936	-
ENSSHAG00000020487	A:30395227-30396186	960	-
ENSSHAG00000027871	A:30396187-30397122	936	-
ENSSHAG00000026923	A:30397123-30398058	936	-
ENSSHAG00000030750	A:30398059-30398994	936	-
ENSSHAG00000025720	A:30398995-30399930	936	-
ENSSHAG00000028273	A:30399931-30400872	942	-
ENSSHAG00000027774	A:30400873-30401814	942	-
ENSSHAG00000022858	A:30401815-30402756	942	-
ENSSHAG00000030105	A:30402757-30403689	933	-
ENSSHAG00000023198	A:30403690-30404622	933	-
ENSSHAG00000022848	A:30404623-30405573	951	-
ENSSHAG00000029142	A:30405574-30406557	984	-
ENSSHAG00000020995	A:30406558-30407544	987	-
ENSSHAG00000026354	A:30407545-30408480	936	-
ENSSHAG00000025090	A:30408481-30409416	936	-
ENSSHAG00000027551	A:30409417-30410352	936	-
ENSSHAG00000014824	A:30410353-30411984	1632	+
ENSSHAG00000014910	A:30411985-30415962	3978	+
ENSSHAG00000022231	A:30415963-30417120	1158	-
ENSSHAG00000015061	A:30417121-30419226	2106	+
ENSSHAG00000024232	A:30419227-30419346	120	-
ENSSHAG00000023698	A:30419347-30419616	270	-
ENSSHAG00000022059	A:30419617-30421017	1401	+
ENSSHAG00000015267	A:30421018-30422190	1173	+
ENSSHAG00000029476	A:30422191-30423156	966	-
ENSSHAG00000030723	A:30423157-30424302	1146	-
ENSSHAG00000025930	A:30424303-30425601	1299	-
ENSSHAG00000015946	A:30425602-30427248	1647	-
ENSSHAG00000016026	A:30427249-30430737	3489	+
ENSSHAG00000030904	A:30430738-30432153	1416	+
ENSSHAG00000016519	A:30432154-30433548	1395	+
ENSSHAG00000023659	A:30433549-30434403	855	+
ENSSHAG00000022035	A:30434404-30436158	1755	-
ENSSHAG00000017220	A:30436159-30437121	963	-
ENSSHAG00000017355	A:30437122-30445596	8475	-
ENSSHAG00000017497	A:30445597-30448278	2682	+
ENSSHAG00000017597	A:30448279-30453018	4740	+
ENSSHAG00000022074	A:30453019-30454218	1200	+
ENSSHAG00000028371	A:30454219-30455604	1386	-
ENSSHAG00000001008	A:30455605-30460707	5103	+
ENSSHAG00000004052	A:30460708-30461160	453	+
ENSSHAG00000007139	A:30461161-30465144	3984	+
ENSSHAG00000008106	A:30465145-30465399	255	-
ENSSHAG00000006502	A:30465400-30467901	2502	+
ENSSHAG00000028264	A:30467902-30468060	159	-
ENSSHAG00000014350	A:30468061-30469872	1812	-
ENSSHAG00000025195	A:30469873-30470289	417	-
ENSSHAG00000014886	A:30470290-30471837	1548	+
ENSSHAG00000014935	A:30471838-30475299	3462	-
ENSSHAG00000025274	A:30475300-30476088	789	+
ENSSHAG00000015683	A:30476089-30478947	2859	+
ENSSHAG00000016060	A:30478948-30479529	582	+
ENSSHAG00000016289	A:30479530-30481044	1515	+
ENSSHAG00000016461	A:30481045-30482154	1110	-
ENSSHAG00000016707	A:30482155-30482622	468	-
ENSSHAG00000017222	A:30482623-30484470	1848	-
ENSSHAG00000017621	A:30484471-30488097	3627	-
ENSSHAG00000020614	A:30488098-30488541	444	+
ENSSHAG00000030668	A:30488542-30492075	3534	-
ENSSHAG00000018084	A:30492076-30493386	1311	-
ENSSHAG00000030483	A:30493387-30493926	540	-
ENSSHAG00000025702	A:30493927-30494679	753	-
ENSSHAG00000022913	A:30494680-30495486	807	-
ENSSHAG00000020821	A:30495487-30495816	330	-
ENSSHAG00000018210	A:30495817-30496188	372	+
ENSSHAG00000018253	A:30496189-30499248	3060	-
ENSSHAG00000018360	A:30499249-30503118	3870	-
ENSSHAG00000028575	A:30503119-30503949	831	-
ENSSHAG00000018560	A:30503950-30507063	3114	+
ENSSHAG00000022895	A:30507064-30508974	1911	+
ENSSHAG00000025168	A:30508975-30510912	1938	+
ENSSHAG00000018636	A:30510913-30512976	2064	+
ENSSHAG00000018735	A:30512977-30515016	2040	-
ENSSHAG00000023302	A:30515017-30515568	552	+
ENSSHAG00000000856	A:30515569-30517914	2346	+
ENSSHAG00000002101	A:30517915-30518607	693	-
ENSSHAG00000003380	A:30518608-30519570	963	-
ENSSHAG00000004080	A:30519571-30522129	2559	-
ENSSHAG00000000556	A:30522130-30525636	3507	+
ENSSHAG00000003530	A:30525637-30528357	2721	-
ENSSHAG00000008532	A:30528358-30530178	1821	-
ENSSHAG00000012879	A:30530179-30534300	4122	+
ENSSHAG00000030448	A:30534301-30535431	1131	-
ENSSHAG00000014084	A:30535432-30541389	5958	+
ENSSHAG00000015178	A:30541390-30542811	1422	+
ENSSHAG00000015630	A:30542812-30543519	708	-
ENSSHAG00000031106	A:30543520-30544818	1299	+
ENSSHAG00000029050	A:30544819-30546396	1578	+
ENSSHAG00000017357	A:30546397-30548295	1899	+
ENSSHAG00000022870	A:30548296-30549744	1449	-
ENSSHAG00000026721	A:30549745-30550113	369	-
ENSSHAG00000017806	A:30550114-30551658	1545	+
ENSSHAG00000017881	A:30551659-30553704	2046	-
ENSSHAG00000029587	A:30553705-30554733	1029	-
ENSSHAG00000018110	A:30554734-30555669	936	-
ENSSHAG00000020743	A:30555670-30556611	942	-
ENSSHAG00000023746	A:30556612-30557553	942	-
ENSSHAG00000018284	A:30557554-30559449	1896	+
ENSSHAG00000018331	A:30559450-30560028	579	-
ENSSHAG00000018372	A:30560029-30562638	2610	-
ENSSHAG00000028087	A:30562639-30563217	579	+
ENSSHAG00000008439	A:30563218-30567693	4476	+
ENSSHAG00000011774	A:30567694-30568728	1035	-
ENSSHAG00000028422	A:30568729-30569571	843	+
ENSSHAG00000012761	A:30569572-30571494	1923	+
ENSSHAG00000013820	A:30571495-30573876	2382	+
